source_url,event_title,fighter_1_name,fighter_2_name,fav_price,fav_won,GROSS_PAYOUT,PNL,SUMMARY
https://polymarket.com/sports/ufc/ufc-kin-dan19-2026-02-28,UFC Fight Night: King Green vs. Daniel Zellhuber (Lightweight	 Main Card),UFC Fight Night: King Green,Daniel Zellhuber (Lightweight	 Main Card),0.645,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-ang5-san6-2026-02-28,UFC Fight Night: Angel Pacheco vs. Santiago Luna (Bantamweight	 Main Card),UFC Fight Night: Angel Pacheco,Santiago Luna (Bantamweight	 Main Card),0.76,True,1315.7894736842104,315.7894736842104,
https://polymarket.com/sports/ufc/ufc-kev15-ima1-2026-02-28,UFC Fight Night: Kevin Borjas vs. Imanol Rodriguez (Flyweight	 Main Card),UFC Fight Night: Kevin Borjas,Imanol Rodriguez (Flyweight	 Main Card),0.595,True,1680.6722689075632,680.6722689075632,
https://polymarket.com/sports/ufc/ufc-bra2-lon-2026-02-28,UFC Fight Night: Brandon Moreno vs. Lone'er Kavanagh (Flyweight	 Main Card),UFC Fight Night: Brandon Moreno,Lone'er Kavanagh (Flyweight	 Main Card),0.515,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-geo-uro-2026-02-21,UFC Fight Night: Geoff Neal vs. Uros Medic (Welterweight	 Prelims),UFC Fight Night: Geoff Neal,Uros Medic (Welterweight	 Prelims),0.61,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-cod1-xia-2026-03-07,UFC 326: Cody Garbrandt vs. Xiao Long (Bantamweight	 Prelims),UFC 326: Cody Garbrandt,Xiao Long (Bantamweight	 Prelims),0.695,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-rei1-cai2-2026-03-07,UFC 326: Reinier de Ridder vs. Caio Borralho (Middleweight	 Main Card),UFC 326: Reinier de Ridder,Caio Borralho (Middleweight	 Main Card),0.58,True,1724.1379310344828,724.1379310344828,
https://polymarket.com/sports/ufc/ufc-jos50-jac21-2026-02-21,UFC Fight Night: Josiah Harrell vs. Jacobe Smith (Welterweight	 Main Card),UFC Fight Night: Josiah Harrell,Jacobe Smith (Welterweight	 Main Card),0.51,True,1960.7843137254902,960.7843137254902,
https://polymarket.com/sports/ufc/ufc-cha1-max1-2026-03-07,UFC 326: Charles Oliveira vs. Max Holloway (Lightweight	 Main Card),UFC 326: Charles Oliveira,Max Holloway (Lightweight	 Main Card),0.56,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-ram2-pun-2026-02-21,UFC Fight Night: Ramiz Brahimaj vs. Punahele Soriano (Welterweight	 Prelims),UFC Fight Night: Ramiz Brahimaj,Punahele Soriano (Welterweight	 Prelims),0.52,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-phi1-jea2-2026-02-21,UFC Fight Night: Phil Rowe vs. Jean-Paul Lebosnoyani (Welterweight	 Prelims),UFC Fight Night: Phil Rowe,Jean-Paul Lebosnoyani (Welterweight	 Prelims),0.59,True,1694.9152542372883,694.9152542372883,
https://polymarket.com/sports/ufc/ufc-cod2-nya-2026-03-07,UFC 326: Cody Durden vs. Nyamjargal Tumendemberel (Flyweight	 Prelims),UFC 326: Cody Durden,Nyamjargal Tumendemberel (Flyweight	 Prelims),0.505,True,1980.19801980198,980.1980198019801,
https://polymarket.com/sports/ufc/ufc-rob2-rau2-2026-03-07,UFC 326: Rob Font vs. Raul Rosas Jr. (Bantamweight	 Main Card),UFC 326: Rob Font,Raul Rosas Jr. (Bantamweight	 Main Card),0.775,True,1290.3225806451612,290.3225806451612,
https://polymarket.com/sports/ufc/ufc-gre3-bru8-2026-03-07,UFC 326: Gregory Rodrigues vs. Brunno Ferreira (Middleweight	 Main Card),UFC 326: Gregory Rodrigues,Brunno Ferreira (Middleweight	 Main Card),0.7,True,1428.5714285714287,428.57142857142867,
https://polymarket.com/sports/ufc/ufc-ric12-alb10-2026-03-07,UFC 326: Ricky Turcios vs. Alberto Montes (Featherweight	 Prelims),UFC 326: Ricky Turcios,Alberto Montes (Featherweight	 Prelims),0.575,True,1739.1304347826087,739.1304347826087,
https://polymarket.com/sports/ufc/ufc-ern2-regtar-2026-02-28,UFC Fight Night: Ernesta Kareckaite vs. Regina Tarin (Catchweight	 Prelims),UFC Fight Night: Ernesta Kareckaite,Regina Tarin (Catchweight	 Prelims),0.61,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-diy-raf11-2026-03-07,UFC 326: Diyar Nurgozhay vs. Rafael Tobias (Light Heavyweight	 Prelims),UFC 326: Diyar Nurgozhay,Rafael Tobias (Light Heavyweight	 Prelims),0.525,True,1904.7619047619046,904.7619047619046,
https://polymarket.com/sports/ufc/ufc-cod3-don13-2026-03-07,UFC 326: Cody Brundage vs. Donte Johnson (Middleweight	 Prelims),UFC 326: Cody Brundage,Donte Johnson (Middleweight	 Prelims),0.855,True,1169.5906432748538,169.59064327485385,
https://polymarket.com/sports/ufc/ufc-rod3-luk11-2026-03-07,UFC 326: Rodolfo Bellato vs. Luke Fernandez (Light Heavyweight	 Early Prelims),UFC 326: Rodolfo Bellato,Luke Fernandez (Light Heavyweight	 Early Prelims),0.675,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-sum-jes12-2026-03-07,UFC 326: Sumudaerji  vs. Jesus Aguilar (Flyweight	 Early Prelims),UFC 326: Sumudaerji,Jesus Aguilar (Flyweight	 Early Prelims),0.66,True,1515.151515151515,515.151515151515,
,,,,,,,,"85 fights; Total stake = 85,000; Total PNL = 16,783.41; ROI = 19.75%"
