source_url,slug,event_title,event_start_utc,fighter_1_name,fighter_2_name,winner,fighter_1_odds_24h_after_start,fighter_2_odds_24h_after_start,has_fighter_1_won,has_fighter_2_won,moneyline_market_slug,market_question,FAVORITE_ODD,IS_FAVORITE_A_WINNER,GROSS_PAYOUT,PNL,PROFIT,SUMMARY
https://polymarket.com/sports/ufc/ufc-eds-jal-2025-12-06,ufc-eds-jal-2025-12-06,UFC 323: Barboza vs. Turner (Lightweight	 Early Prelims),2025-11-28T23:31:49.807107+00:00,UFC 323: Barboza,Turner (Lightweight	 Early Prelims),Turner (Lightweight	 Early Prelims),0.335,0.665,False,True,ufc-eds-jal-2025-12-06,UFC 323: Barboza vs. Turner (Lightweight	 Early Prelims),0.665,True,1503.7593984962405,503.75939849624046,503.75939849624046,
https://polymarket.com/sports/ufc/ufc-mar15-bru9-2025-12-06,ufc-mar15-bru9-2025-12-06,UFC 323: Vettori vs. Ferreira (Middleweight	 Early Prelims),2025-11-28T23:31:49.800266+00:00,UFC 323: Vettori,Ferreira (Middleweight	 Early Prelims),Ferreira (Middleweight	 Early Prelims),0.52,0.48,False,True,ufc-mar15-bru9-2025-12-06,UFC 323: Vettori vs. Ferreira (Middleweight	 Early Prelims),0.52,False,0.0,-1000.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-far-naz-2025-12-06,ufc-far-naz-2025-12-06,UFC 323: Ziam vs. Sadykhov (Lightweight	 Prelims),2025-11-28T23:31:49.793491+00:00,UFC 323: Ziam,Sadykhov (Lightweight	 Prelims),UFC 323: Ziam,0.56,0.44,True,False,ufc-far-naz-2025-12-06,UFC 323: Ziam vs. Sadykhov (Lightweight	 Prelims),0.56,True,1785.7142857142856,785.7142857142856,785.7142857142856,
https://polymarket.com/sports/ufc/ufc-kar5-may-2025-12-06,ufc-kar5-may-2025-12-06,UFC 323: Silva vs. Barber (Women's Flyweight	 Prelims),2025-11-28T23:31:49.785575+00:00,UFC 323: Silva,Barber (Women's Flyweight	 Prelims),Barber (Women's Flyweight	 Prelims),0.38,0.62,False,True,ufc-kar5-may-2025-12-06,UFC 323: Silva vs. Barber (Women's Flyweight	 Prelims),0.62,True,1612.9032258064517,612.9032258064517,612.9032258064517,
https://polymarket.com/sports/ufc/ufc-hen-pay-2025-12-06,ufc-hen-pay-2025-12-06,UFC 323: Cejudo vs. Talbott (Bantamweight	 Main Card),2025-11-28T23:31:49.747265+00:00,UFC 323: Cejudo,Talbott (Bantamweight	 Main Card),Talbott (Bantamweight	 Main Card),0.315,0.685,False,True,ufc-hen-pay-2025-12-06,UFC 323: Cejudo vs. Talbott (Bantamweight	 Main Card),0.685,True,1459.85401459854,459.85401459854006,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-bra2-tat1-2025-12-06,ufc-bra2-tat1-2025-12-06,UFC 323: Moreno vs. Taira (Flyweight	 Main Card),2025-11-28T23:31:49.736510+00:00,UFC 323: Moreno,Taira (Flyweight	 Main Card),Taira (Flyweight	 Main Card),0.5,0.5,False,True,ufc-bra2-tat1-2025-12-06,UFC 323: Moreno vs. Taira (Flyweight	 Main Card),0.5,False,0.0,-1000.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-bel-ian1-2025-11-22,ufc-bel-ian1-2025-11-22,UFC Fight Night: Muhammad vs. Machado Garry (Welterweight	 Main Card),2025-11-18T20:44:58.595289+00:00,UFC Fight Night: Muhammad,Machado Garry (Welterweight	 Main Card),Machado Garry (Welterweight	 Main Card),0.315,0.685,False,True,ufc-bel-ian1-2025-11-22,UFC Fight Night: Muhammad vs. Machado Garry (Welterweight	 Main Card),0.685,True,1459.85401459854,459.85401459854006,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-dan6-arm-2025-11-22,ufc-dan6-arm-2025-11-22,UFC Fight Night: Hooker vs. Tsarukyan (Lightweight	 Main Card),2025-11-18T20:35:40.237989+00:00,UFC Fight Night: Hooker,Tsarukyan (Lightweight	 Main Card),Tsarukyan (Lightweight	 Main Card),0.18,0.82,False,True,ufc-dan6-arm-2025-11-22,UFC Fight Night: Hooker vs. Tsarukyan (Lightweight	 Main Card),0.82,True,1219.5121951219512,219.5121951219512,219.5121951219512,
https://polymarket.com/sports/ufc/ufc-she6-nur-2025-11-22,ufc-she6-nur-2025-11-22,UFC Fight Night: Rock vs. Aliev (Lightweight	 Prelims),2025-11-18T20:45:01.255998+00:00,UFC Fight Night: Rock,Aliev (Lightweight	 Prelims),Aliev (Lightweight	 Prelims),0.305,0.695,False,True,ufc-she6-nur-2025-11-22,UFC Fight Night: Rock vs. Aliev (Lightweight	 Prelims),0.695,True,1438.8489208633096,438.84892086330956,438.84892086330956,
https://polymarket.com/sports/ufc/ufc-raf9-abd8-2025-11-22,ufc-raf9-abd8-2025-11-22,UFC Fight Night: Cerqueira vs. Yakhyaev (Light Heavyweight	 Prelims),2025-11-18T20:45:01.246118+00:00,UFC Fight Night: Cerqueira,Yakhyaev (Light Heavyweight	 Prelims),Yakhyaev (Light Heavyweight	 Prelims),0.11,0.89,False,True,ufc-raf9-abd8-2025-11-22,UFC Fight Night: Cerqueira vs. Yakhyaev (Light Heavyweight	 Prelims),0.89,True,1123.5955056179776,123.59550561797755,123.59550561797755,
https://polymarket.com/sports/ufc/ufc-jac1-myk-2025-11-22,ufc-jac1-myk-2025-11-22,UFC Fight Night: Hermansson vs. Orolbai (Welterweight	 Main Card),2025-11-18T20:45:01.208449+00:00,UFC Fight Night: Hermansson,Orolbai (Welterweight	 Main Card),Orolbai (Welterweight	 Main Card),0.315,0.685,False,True,ufc-jac1-myk-2025-11-22,UFC Fight Night: Hermansson vs. Orolbai (Welterweight	 Main Card),0.685,True,1459.85401459854,459.85401459854006,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-wal2-sha27-2025-11-22,ufc-wal2-sha27-2025-11-22,UFC Fight Night: Cortes-Acosta vs. Gaziev (Heavyweight	 Main Card),2025-11-21T23:12:44.192775+00:00,UFC Fight Night: Cortes-Acosta,Gaziev (Heavyweight	 Main Card),UFC Fight Night: Cortes-Acosta,0.995,0.005,True,False,ufc-wal2-sha27-2025-11-22,UFC Fight Night: Cortes-Acosta vs. Gaziev (Heavyweight	 Main Card),0.995,True,1005.0251256281407,5.0251256281406995,5.0251256281406995,
https://polymarket.com/sports/ufc/ufc-eri15-bai1-2025-11-15,ufc-eri15-bai1-2025-11-15,UFC 322: McConico vs. Susurkaev (Middleweight	 Early Prelims),2025-11-10T17:42:14.446388+00:00,UFC 322: McConico,Susurkaev (Middleweight	 Early Prelims),Susurkaev (Middleweight	 Early Prelims),0.125,0.875,False,True,ufc-eri15-bai1-2025-11-15,UFC 322: McConico vs. Susurkaev (Middleweight	 Early Prelims),0.875,True,1142.857142857143,142.8571428571429,142.8571428571429,
https://polymarket.com/sports/ufc/ufc-ang-fat-2025-11-15,ufc-ang-fat-2025-11-15,UFC 322: Hill vs. Kline (Women's Strawweight	 Early Prelims),2025-11-10T17:42:14.449812+00:00,UFC 322: Hill,Kline (Women's Strawweight	 Early Prelims),Kline (Women's Strawweight	 Early Prelims),0.195,0.805,False,True,ufc-ang-fat-2025-11-15,UFC 322: Hill vs. Kline (Women's Strawweight	 Early Prelims),0.805,True,1242.2360248447205,242.23602484472053,242.23602484472053,
https://polymarket.com/sports/ufc/ufc-che7-pat2-2025-11-15,ufc-che7-pat2-2025-11-15,UFC 322: Mariscal vs. Sabatini (Featherweight	 Early Prelims),2025-11-10T17:42:16.202929+00:00,UFC 322: Mariscal,Sabatini (Featherweight	 Early Prelims),Sabatini (Featherweight	 Early Prelims),0.445,0.555,False,True,ufc-che7-pat2-2025-11-15,UFC 322: Mariscal vs. Sabatini (Featherweight	 Early Prelims),0.555,True,1801.8018018018017,801.8018018018017,801.8018018018017,
https://polymarket.com/sports/ufc/ufc-ger1-kyl3-2025-11-15,ufc-ger1-kyl3-2025-11-15,UFC 322: Meerschaert vs. Daukaus (Middleweight	 Early Prelims),2025-11-10T17:42:11.127221+00:00,UFC 322: Meerschaert,Daukaus (Middleweight	 Early Prelims),Daukaus (Middleweight	 Early Prelims),0.24,0.76,False,True,ufc-ger1-kyl3-2025-11-15,UFC 322: Meerschaert vs. Daukaus (Middleweight	 Early Prelims),0.76,True,1315.7894736842104,315.7894736842104,315.7894736842104,
https://polymarket.com/sports/ufc/ufc-tra-eri3-2025-11-15,ufc-tra-eri3-2025-11-15,UFC 322: Cortez vs. Blanchfield (Women's Flyweight	 Prelims),2025-11-10T17:32:08.505111+00:00,UFC 322: Cortez,Blanchfield (Women's Flyweight	 Prelims),Blanchfield (Women's Flyweight	 Prelims),0.315,0.685,False,True,ufc-tra-eri3-2025-11-15,UFC 322: Cortez vs. Blanchfield (Women's Flyweight	 Prelims),0.685,True,1459.85401459854,459.85401459854006,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-rod1-bon-2025-11-15,ufc-rod1-bon-2025-11-15,UFC 322: Vieira vs. Nickal (Middleweight	 Prelims),2025-11-10T17:32:08.473849+00:00,UFC 322: Vieira,Nickal (Middleweight	 Prelims),Nickal (Middleweight	 Prelims),0.315,0.685,False,True,ufc-rod1-bon-2025-11-15,UFC 322: Vieira vs. Nickal (Middleweight	 Prelims),0.685,True,1459.85401459854,459.85401459854006,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-ben2-ben8-2025-11-15,ufc-ben2-ben8-2025-11-15,UFC 322: Dariush vs. Saint Denis (Lightweight	 Main Card),2025-11-10T17:32:08.466935+00:00,UFC 322: Dariush,Saint Denis (Lightweight	 Main Card),Saint Denis (Lightweight	 Main Card),0.35,0.65,False,True,ufc-ben2-ben8-2025-11-15,UFC 322: Dariush vs. Saint Denis (Lightweight	 Main Card),0.65,True,1538.4615384615383,538.4615384615383,538.4615384615383,
https://polymarket.com/sports/ufc/ufc-leo-car19-2025-11-15,ufc-leo-car19-2025-11-15,UFC 322: Edwards vs. Prates (Welterweight	 Main Card),2025-11-10T17:32:08.463776+00:00,UFC 322: Edwards,Prates (Welterweight	 Main Card),Prates (Welterweight	 Main Card),0.375,0.625,False,True,ufc-leo-car19-2025-11-15,UFC 322: Edwards vs. Prates (Welterweight	 Main Card),0.625,True,1600.0,600.0,600.0,
https://polymarket.com/sports/ufc/ufc-sea4-mic14-2025-11-15,ufc-sea4-mic14-2025-11-15,UFC 322: Brady vs. Morales (Welterweight	 Main Card),2025-11-10T17:32:08.470117+00:00,UFC 322: Brady,Morales (Welterweight	 Main Card),Morales (Welterweight	 Main Card),0.535,0.465,False,True,ufc-sea4-mic14-2025-11-15,UFC 322: Brady vs. Morales (Welterweight	 Main Card),0.535,False,0.0,-1000.0,-1000.0,
,,,,,,,,,,,,,,,,,,"88 fights (full Excel universe); Total stake = 88,000; Total PNL (PROFIT) = 13,783.41; ROI = 15.66%"
